street_name,defect_type,severity,latitude,longitude
Ramsis St,pothole,4,30.069342,31.253177
Ain Shams St,pothole,3,30.107522,31.31708
Corniche El Nil,edge_break,2,30.054828,31.235644
Airport Rd,crack,4,30.120442,31.404628
Mohamed Farid St,edge_break,3,30.054473,31.245693
Pyramids Rd,edge_break,3,29.96278,31.133257
Shubra St,crack,5,30.116447,31.267728
Port Said St,edge_break,4,30.071148,31.265392
Ain Shams St,rutting,2,30.10842,31.323332
Shubra St,pothole,3,30.111079,31.265562
Dokki St,pothole,5,30.042788,31.20429
Mohamed Farid St,marking,4,30.058263,31.2463
Dokki St,pothole,3,30.034844,31.205709
Tahrir Square Rd,crack,3,30.045547,31.236629
Suez Desert Rd,crack,2,30.104899,31.403052
Mohamed Farid St,crack,5,30.061619,31.245857
Dokki St,marking,5,30.037962,31.214533
Mohamed Farid St,rutting,5,30.054911,31.244698
Ramsis St,pothole,2,30.060734,31.257207
Maadi Corniche,pothole,5,29.975213,31.242381
Port Said St,crack,3,30.070051,31.256353
Shubra St,crack,4,30.11155,31.272951
Airport Rd,pothole,4,30.119304,31.396817
Ramsis St,marking,4,30.067197,31.247695
Maadi Corniche,pothole,4,29.972207,31.248575
Shubra St,marking,5,30.117106,31.272734
Tahrir Square Rd,marking,3,30.044776,31.238546
Mohandiseen Rd,pothole,3,30.057888,31.20526
Maadi Corniche,rutting,4,29.970534,31.24832
Ring Road,crack,4,30.016055,31.192223
Abbas El Akkad,pothole,3,30.067581,31.32615
Corniche El Nil,marking,2,30.059731,31.237212
Abbas El Akkad,crack,5,30.071916,31.324125
Abbas El Akkad,edge_break,5,30.064803,31.316296
Ring Road,rutting,3,30.023864,31.194553
Salah Salem,pothole,5,30.063392,31.279066
Suez Desert Rd,crack,3,30.095076,31.406815
Mohamed Farid St,crack,4,30.061412,31.242453
Autostrad Rd,pothole,4,30.072486,31.346674
Airport Rd,marking,1,30.114676,31.405134
Shubra St,marking,4,30.10363,31.274573
Heliopolis Ave,marking,3,30.095291,31.31801
Port Said St,pothole,2,30.071101,31.266446
Nasr Rd,pothole,1,30.061532,31.333205
Suez Desert Rd,rutting,4,30.097784,31.400568
Dokki St,marking,2,30.033702,31.203062
Heliopolis Ave,marking,3,30.084452,31.32355
Mohamed Farid St,rutting,2,30.058842,31.252602
Mohandiseen Rd,subsidence,2,30.053949,31.20026
Suez Desert Rd,pothole,5,30.09847,31.397416
Port Said St,crack,3,30.064711,31.260243
Ain Shams St,crack,3,30.113764,31.320361
Port Said St,rutting,2,30.076743,31.267615
Heliopolis Ave,subsidence,2,30.095981,31.312237
Corniche El Nil,pothole,5,30.060238,31.239671
Airport Rd,crack,1,30.12559,31.394702
Ramsis St,pothole,4,30.062107,31.242555
Ain Shams St,pothole,5,30.104616,31.327971
Maadi Corniche,crack,5,29.966234,31.248886
Mohamed Farid St,pothole,4,30.061116,31.241064
Maadi Corniche,pothole,4,29.974517,31.257067
Autostrad Rd,crack,5,30.079039,31.344005
Autostrad Rd,rutting,3,30.079723,31.357064
Maadi Corniche,subsidence,5,29.971605,31.250941
Abbas El Akkad,marking,4,30.06702,31.314574
Maadi Corniche,pothole,3,29.966768,31.244444
Mohandiseen Rd,pothole,2,30.062863,31.204923
Corniche El Nil,rutting,4,30.054864,31.246563
Abbas El Akkad,crack,5,30.066675,31.325782
October Bridge,marking,1,30.050206,31.229033
Dokki St,rutting,2,30.043527,31.214976
Dokki St,rutting,2,30.0425,31.21682
Corniche El Nil,pothole,4,30.061422,31.242438
Nasr Rd,crack,3,30.060361,31.323992
Corniche El Nil,pothole,4,30.062175,31.242783
Pyramids Rd,pothole,3,29.968033,31.12937
Suez Desert Rd,crack,3,30.096753,31.40451
Tahrir Square Rd,crack,1,30.042552,31.234054
Maadi Corniche,pothole,3,29.970812,31.248039
Ring Road,pothole,5,30.012056,31.195667
October Bridge,pothole,1,30.056392,31.226038
Corniche El Nil,rutting,5,30.057302,31.244885
Shubra St,pothole,2,30.103725,31.271655
Mohandiseen Rd,marking,1,30.053415,31.205041
Autostrad Rd,crack,4,30.08199,31.348167
Tahrir Square Rd,crack,5,30.048221,31.241184
Corniche El Nil,pothole,4,30.059154,31.234609
Dokki St,edge_break,3,30.037662,31.210783
Nasr Rd,subsidence,5,30.056214,31.323294
Dokki St,subsidence,5,30.042417,31.203621
Maadi Corniche,pothole,3,29.974437,31.255321
Nasr Rd,marking,3,30.052056,31.334399
October Bridge,marking,5,30.053431,31.222963
Ramsis St,subsidence,5,30.057757,31.242677
Suez Desert Rd,rutting,2,30.094573,31.396688
Autostrad Rd,crack,3,30.073143,31.349198
Abbas El Akkad,pothole,3,30.069028,31.323135
Pyramids Rd,rutting,3,29.968222,31.135503
Ain Shams St,pothole,4,30.11105,31.318097
Tahrir Square Rd,rutting,3,30.049469,31.242977
Nasr Rd,pothole,3,30.057077,31.329356
Ain Shams St,marking,3,30.10994,31.325741
Pyramids Rd,marking,3,29.976061,31.133814
Nasr Rd,crack,4,30.058554,31.334252
October Bridge,pothole,3,30.049868,31.227799
Airport Rd,crack,1,30.127771,31.405548
Mohamed Farid St,marking,4,30.065343,31.248671
Mohamed Farid St,pothole,3,30.053181,31.252417
Dokki St,crack,2,30.034561,31.214263
Shubra St,subsidence,3,30.104773,31.269293
Abbas El Akkad,subsidence,4,30.065404,31.327242
Pyramids Rd,pothole,2,29.973411,31.134566
Ring Road,pothole,3,30.024499,31.199007
Corniche El Nil,rutting,5,30.061007,31.235156
Mohamed Farid St,pothole,3,30.054613,31.250285
Heliopolis Ave,rutting,4,30.09634,31.314652
Airport Rd,crack,3,30.116307,31.407033
Tahrir Square Rd,marking,4,30.050574,31.231721
Mohamed Farid St,crack,2,30.058658,31.247064
Autostrad Rd,marking,2,30.077898,31.350786
Port Said St,pothole,2,30.068399,31.253483
Mohamed Farid St,crack,5,30.062323,31.254541
Airport Rd,pothole,1,30.113991,31.39629
Ring Road,crack,4,30.020711,31.193641
Dokki St,pothole,2,30.038095,31.205788
Ramsis St,crack,1,30.062182,31.250018
Ramsis St,edge_break,4,30.058656,31.242979
Port Said St,marking,3,30.063312,31.26348
Nasr Rd,pothole,2,30.060575,31.323229
October Bridge,rutting,4,30.052618,31.223423
Pyramids Rd,pothole,4,29.962788,31.136206
Shubra St,marking,5,30.1142,31.267373
Tahrir Square Rd,crack,3,30.0453,31.232334
Suez Desert Rd,crack,3,30.093194,31.393132
Autostrad Rd,rutting,5,30.085735,31.347543
Salah Salem,pothole,2,30.064083,31.283943
Shubra St,pothole,1,30.103382,31.277736
Nasr Rd,edge_break,2,30.053929,31.331643
Pyramids Rd,crack,2,29.963274,31.128806
Maadi Corniche,crack,3,29.974862,31.252529
Ramsis St,rutting,3,30.057588,31.24375
October Bridge,crack,5,30.055199,31.225854
Port Said St,marking,4,30.06223,31.265806
Airport Rd,pothole,5,30.121704,31.403517
October Bridge,pothole,1,30.060024,31.222526
Tahrir Square Rd,marking,4,30.044607,31.23273
Dokki St,crack,5,30.032728,31.204666
Nasr Rd,crack,4,30.066082,31.329792
Nasr Rd,crack,2,30.060131,31.328051
Tahrir Square Rd,pothole,2,30.046637,31.232582
Mohamed Farid St,crack,5,30.059983,31.247092
Corniche El Nil,pothole,4,30.055094,31.23785
Suez Desert Rd,rutting,4,30.107423,31.40566
Ring Road,edge_break,5,30.017705,31.196992
Dokki St,pothole,3,30.041193,31.204371
Nasr Rd,pothole,4,30.058041,31.325238
Tahrir Square Rd,pothole,1,30.041984,31.234536
October Bridge,pothole,1,30.055226,31.230383
October Bridge,marking,5,30.061585,31.236489
Mohamed Farid St,rutting,5,30.051663,31.245952
Pyramids Rd,pothole,2,29.966904,31.122261
Heliopolis Ave,rutting,2,30.083162,31.327107
Ain Shams St,pothole,5,30.11751,31.319696
Airport Rd,subsidence,4,30.125558,31.404607
Nasr Rd,edge_break,2,30.05228,31.334986
Ain Shams St,pothole,3,30.115915,31.322385
Suez Desert Rd,rutting,5,30.100771,31.406817
Pyramids Rd,marking,1,29.969381,31.12229
Shubra St,crack,4,30.115962,31.267904
Corniche El Nil,pothole,3,30.059987,31.236452
Autostrad Rd,pothole,3,30.075294,31.352159
Corniche El Nil,crack,4,30.049825,31.239408
Maadi Corniche,rutting,2,29.966311,31.249051
Salah Salem,marking,4,30.074834,31.287607
Maadi Corniche,crack,1,29.974537,31.250594
Corniche El Nil,rutting,1,30.059503,31.237422
Maadi Corniche,crack,2,29.965133,31.244178
Mohamed Farid St,pothole,3,30.053217,31.254941
Suez Desert Rd,rutting,2,30.094496,31.394336
Autostrad Rd,rutting,3,30.075128,31.354382
Port Said St,marking,2,30.077041,31.254239
Dokki St,pothole,4,30.044895,31.213774
Heliopolis Ave,rutting,1,30.09079,31.316484
Suez Desert Rd,crack,4,30.098014,31.397976
Suez Desert Rd,pothole,2,30.09777,31.395399
Corniche El Nil,pothole,3,30.052152,31.239541
Autostrad Rd,crack,4,30.080562,31.34847
Shubra St,crack,4,30.107517,31.271643
Heliopolis Ave,crack,2,30.095097,31.3181
Salah Salem,rutting,1,30.071049,31.274077
Port Said St,rutting,3,30.067642,31.263613
Corniche El Nil,rutting,3,30.055663,31.242453
Corniche El Nil,pothole,1,30.056948,31.237158
Nasr Rd,marking,5,30.064191,31.334851
Suez Desert Rd,pothole,4,30.100382,31.405142
Corniche El Nil,pothole,1,30.060747,31.241029
Mohamed Farid St,marking,2,30.064309,31.242488
Mohandiseen Rd,marking,3,30.052229,31.193536
Tahrir Square Rd,crack,1,30.039351,31.241795
Shubra St,edge_break,3,30.104015,31.269877
Ring Road,crack,3,30.024161,31.207924
Ramsis St,pothole,3,30.067897,31.25674
Ring Road,pothole,4,30.017069,31.207798
Corniche El Nil,pothole,1,30.06155,31.24166
Ain Shams St,rutting,3,30.104015,31.322135
Corniche El Nil,pothole,4,30.063474,31.232295
Dokki St,subsidence,2,30.039914,31.207912
Airport Rd,marking,3,30.119274,31.406264
Mohamed Farid St,pothole,2,30.056595,31.250566
Corniche El Nil,crack,4,30.05702,31.236025
Ring Road,pothole,5,30.024457,31.200023
Dokki St,crack,3,30.041036,31.213193
Airport Rd,rutting,4,30.127768,31.40106
Corniche El Nil,crack,3,30.048583,31.24664
Autostrad Rd,pothole,3,30.079617,31.345093
Pyramids Rd,subsidence,2,29.971372,31.1304
Suez Desert Rd,crack,4,30.101945,31.392741
Salah Salem,pothole,5,30.073966,31.277643
Airport Rd,pothole,5,30.119578,31.398532
Airport Rd,rutting,4,30.114679,31.405316
Nasr Rd,pothole,2,30.066298,31.327526
Port Said St,pothole,5,30.073135,31.262161
Nasr Rd,pothole,2,30.057069,31.325304
Corniche El Nil,crack,4,30.062416,31.233025
Suez Desert Rd,subsidence,4,30.093254,31.403547
Salah Salem,marking,5,30.076966,31.283142
Suez Desert Rd,marking,5,30.097632,31.398292
Ain Shams St,pothole,4,30.109195,31.32315
Port Said St,edge_break,3,30.073361,31.255644
Corniche El Nil,marking,4,30.063709,31.235127
Abbas El Akkad,marking,4,30.064742,31.318799
Ring Road,marking,3,30.018983,31.206976
Ramsis St,pothole,4,30.063929,31.243396
Port Said St,crack,4,30.062012,31.267517
Ring Road,marking,1,30.026824,31.202366
Heliopolis Ave,pothole,2,30.086431,31.318224
Airport Rd,crack,1,30.127648,31.401395
October Bridge,pothole,2,30.054596,31.230196
Dokki St,subsidence,2,30.045009,31.204379
Heliopolis Ave,marking,3,30.091009,31.31357
Shubra St,pothole,3,30.106895,31.272671
Shubra St,subsidence,2,30.108641,31.263755
Abbas El Akkad,pothole,3,30.059557,31.321869
Suez Desert Rd,rutting,3,30.094078,31.397203
Dokki St,crack,2,30.041557,31.216374
Maadi Corniche,pothole,1,29.976341,31.256978
Salah Salem,rutting,4,30.062365,31.276088
Port Said St,marking,4,30.06508,31.255108
Corniche El Nil,crack,5,30.051702,31.235742
Suez Desert Rd,rutting,4,30.100429,31.395484
Maadi Corniche,pothole,5,29.973722,31.250215
Ain Shams St,crack,4,30.116823,31.322306
Mohandiseen Rd,crack,4,30.061455,31.199629
Nasr Rd,crack,5,30.055998,31.333685
Mohandiseen Rd,marking,2,30.058946,31.19633
Dokki St,crack,3,30.043779,31.215488
Nasr Rd,crack,1,30.055498,31.330157
Abbas El Akkad,pothole,4,30.059364,31.327402
Mohamed Farid St,rutting,4,30.065587,31.252385
Airport Rd,pothole,5,30.124121,31.40124
Ramsis St,crack,3,30.060371,31.244251
Suez Desert Rd,crack,3,30.104691,31.393508
Port Said St,marking,4,30.066436,31.267121
Shubra St,crack,4,30.102803,31.27098
Maadi Corniche,marking,2,29.968529,31.250995
Shubra St,crack,3,30.112327,31.276196
Autostrad Rd,rutting,4,30.078112,31.344475
Autostrad Rd,pothole,1,30.074612,31.343573
October Bridge,rutting,3,30.050621,31.223505
Heliopolis Ave,rutting,2,30.09169,31.319091
Heliopolis Ave,rutting,1,30.095539,31.326731
Nasr Rd,pothole,5,30.059202,31.331283
Mohandiseen Rd,subsidence,3,30.057862,31.20271
Ain Shams St,edge_break,2,30.10683,31.319977
Nasr Rd,marking,4,30.063632,31.330439
Salah Salem,rutting,4,30.076569,31.281054
Port Said St,crack,3,30.068989,31.262462
Nasr Rd,pothole,3,30.061602,31.326125
Mohandiseen Rd,subsidence,1,30.06225,31.195704
Suez Desert Rd,pothole,4,30.104629,31.403096
Heliopolis Ave,edge_break,1,30.092552,31.314348
Mohandiseen Rd,crack,3,30.061014,31.196047
Dokki St,marking,3,30.046549,31.215169
Maadi Corniche,crack,3,29.974778,31.254992
Autostrad Rd,pothole,4,30.085387,31.344374
Ain Shams St,crack,4,30.104351,31.318133
Corniche El Nil,crack,4,30.053706,31.239563
Salah Salem,marking,2,30.073631,31.278034
Ain Shams St,pothole,5,30.10789,31.319238
Shubra St,crack,1,30.116658,31.269714
Maadi Corniche,pothole,4,29.976626,31.257156
Dokki St,marking,3,30.044415,31.212195
Tahrir Square Rd,pothole,2,30.042527,31.241399
Mohandiseen Rd,pothole,2,30.052853,31.205761
Maadi Corniche,crack,2,29.969434,31.256909
Salah Salem,crack,3,30.077277,31.273523
Abbas El Akkad,crack,5,30.060523,31.316988
Ring Road,edge_break,4,30.013824,31.206212
Mohamed Farid St,pothole,3,30.058672,31.252195
Mohamed Farid St,crack,3,30.051264,31.246125
Maadi Corniche,crack,4,29.968546,31.251447
Pyramids Rd,crack,3,29.965149,31.126612
Nasr Rd,crack,1,30.06035,31.33288
Ring Road,pothole,4,30.025164,31.195561
Nasr Rd,pothole,5,30.054235,31.322095
Autostrad Rd,rutting,4,30.080286,31.34789
Airport Rd,marking,3,30.120025,31.402747
Corniche El Nil,crack,4,30.062598,31.246314
Ain Shams St,pothole,3,30.103199,31.317414
Mohandiseen Rd,marking,5,30.058642,31.203113
Shubra St,subsidence,3,30.106443,31.26319
Corniche El Nil,crack,2,30.055957,31.234556
Maadi Corniche,marking,5,29.974087,31.255749
Tahrir Square Rd,rutting,3,30.051973,31.23795
October Bridge,crack,2,30.060035,31.227653
Mohamed Farid St,crack,2,30.050144,31.252965
Abbas El Akkad,rutting,4,30.066163,31.317867
Port Said St,crack,2,30.066377,31.264277
Airport Rd,rutting,3,30.114228,31.405729
Corniche El Nil,marking,4,30.058761,31.245391
Shubra St,pothole,5,30.113114,31.268277
Maadi Corniche,marking,2,29.968234,31.256811
Tahrir Square Rd,pothole,2,30.037628,31.237965
Airport Rd,edge_break,2,30.118842,31.398779
Ring Road,marking,3,30.01602,31.193389
Heliopolis Ave,pothole,3,30.091129,31.323108
Salah Salem,subsidence,5,30.071646,31.27821
Dokki St,rutting,5,30.041082,31.207818
Autostrad Rd,edge_break,3,30.076814,31.342181
Autostrad Rd,pothole,4,30.074753,31.349194
Ring Road,crack,3,30.027624,31.20162
Heliopolis Ave,crack,3,30.085765,31.324439
Salah Salem,pothole,3,30.065834,31.279548
Port Said St,rutting,4,30.073276,31.262207
October Bridge,subsidence,3,30.057371,31.23714
Nasr Rd,rutting,3,30.05643,31.323169
Heliopolis Ave,subsidence,1,30.088077,31.317327
Suez Desert Rd,crack,3,30.099488,31.399836
October Bridge,pothole,2,30.053,31.223275
Pyramids Rd,crack,1,29.969769,31.124499
Nasr Rd,crack,4,30.065695,31.336187
Nasr Rd,marking,4,30.065699,31.336249
Ramsis St,pothole,3,30.070366,31.248662
Dokki St,pothole,3,30.034248,31.205217
Mohandiseen Rd,crack,4,30.055579,31.19433
Dokki St,crack,3,30.040364,31.215822
October Bridge,crack,2,30.058223,31.235077
Maadi Corniche,crack,5,29.97766,31.253657
Mohandiseen Rd,crack,3,30.058844,31.202409
Ain Shams St,crack,4,30.105762,31.319996
Ramsis St,rutting,4,30.066359,31.246825
Salah Salem,edge_break,3,30.064001,31.284492
Ring Road,pothole,5,30.025837,31.196738
Port Said St,subsidence,5,30.062387,31.255116
Salah Salem,rutting,2,30.072354,31.281334
Nasr Rd,crack,2,30.067561,31.32976
Abbas El Akkad,rutting,3,30.071923,31.32156
Salah Salem,crack,3,30.069693,31.282987
October Bridge,marking,4,30.061237,31.23351
Mohamed Farid St,pothole,2,30.053076,31.245126
Tahrir Square Rd,edge_break,2,30.050626,31.235708
Ain Shams St,rutting,4,30.106735,31.32404
Dokki St,rutting,3,30.040488,31.20458
Shubra St,marking,3,30.108376,31.276517
Heliopolis Ave,pothole,2,30.093699,31.31885
Heliopolis Ave,crack,4,30.089262,31.316296
Airport Rd,edge_break,1,30.122855,31.392737
October Bridge,crack,2,30.060599,31.233243
Maadi Corniche,crack,2,29.969824,31.246606
Nasr Rd,rutting,4,30.066868,31.324499
Ramsis St,pothole,1,30.06678,31.256972
Shubra St,pothole,2,30.116602,31.267681
Dokki St,rutting,5,30.038921,31.216794
Shubra St,pothole,3,30.105133,31.26425
Heliopolis Ave,marking,5,30.090439,31.3266
Ring Road,crack,1,30.014062,31.206265
Ring Road,pothole,3,30.019084,31.204231
Autostrad Rd,pothole,3,30.078789,31.347846
Ring Road,crack,2,30.018725,31.196663
Dokki St,crack,2,30.040995,31.204546
Corniche El Nil,rutting,2,30.056884,31.243492
Mohandiseen Rd,edge_break,4,30.057507,31.201374
Airport Rd,marking,1,30.127527,31.394813
October Bridge,crack,3,30.055894,31.237282
Maadi Corniche,pothole,5,29.966467,31.247507
Airport Rd,subsidence,5,30.115733,31.401526
Ring Road,pothole,4,30.025354,31.202716
Corniche El Nil,pothole,4,30.063289,31.238147
Abbas El Akkad,marking,5,30.058692,31.324323
Maadi Corniche,crack,3,29.973314,31.242833
Dokki St,pothole,4,30.04494,31.209426
Tahrir Square Rd,marking,1,30.046513,31.239966
Corniche El Nil,crack,2,30.050569,31.240659
Mohamed Farid St,pothole,3,30.057909,31.248411
Nasr Rd,marking,4,30.066687,31.324286
Autostrad Rd,rutting,3,30.087664,31.348124
Maadi Corniche,pothole,2,29.964977,31.244885
Corniche El Nil,marking,4,30.055331,31.246279
Tahrir Square Rd,crack,3,30.042074,31.230295
Maadi Corniche,crack,3,29.970709,31.246377
Ring Road,pothole,5,30.016798,31.197678
Pyramids Rd,pothole,5,29.969615,31.128756
October Bridge,crack,3,30.051614,31.232576
Heliopolis Ave,marking,5,30.094465,31.319211
Abbas El Akkad,pothole,1,30.072001,31.322097
Pyramids Rd,pothole,1,29.967061,31.126559
Maadi Corniche,crack,4,29.967322,31.248588
Ain Shams St,edge_break,3,30.111512,31.324282
Port Said St,marking,1,30.072274,31.261847
Autostrad Rd,subsidence,1,30.079898,31.345019
Shubra St,subsidence,3,30.102419,31.265055
Airport Rd,marking,5,30.115153,31.407353
Corniche El Nil,pothole,4,30.062587,31.243962
Suez Desert Rd,subsidence,3,30.106274,31.402873
Heliopolis Ave,pothole,2,30.094274,31.316856
Ramsis St,pothole,5,30.058459,31.24171
Port Said St,rutting,3,30.068652,31.267776
Salah Salem,crack,4,30.072733,31.272573
Ain Shams St,rutting,5,30.112945,31.315318
Tahrir Square Rd,crack,3,30.048762,31.239246
Heliopolis Ave,rutting,4,30.09295,31.325045
Ain Shams St,pothole,4,30.104823,31.313299
Pyramids Rd,crack,2,29.965983,31.13239
Mohamed Farid St,pothole,4,30.06469,31.247687
Airport Rd,pothole,3,30.112478,31.39511
Dokki St,pothole,3,30.047298,31.207543
Autostrad Rd,crack,3,30.083603,31.356763
Ramsis St,subsidence,4,30.055222,31.24513
Salah Salem,pothole,2,30.068497,31.282188
Suez Desert Rd,rutting,5,30.103139,31.407533
Salah Salem,pothole,4,30.062077,31.283524
Suez Desert Rd,crack,4,30.105058,31.397572
Abbas El Akkad,pothole,3,30.057393,31.323835
October Bridge,crack,2,30.062636,31.22936
Tahrir Square Rd,edge_break,3,30.050733,31.238612
Salah Salem,rutting,3,30.075665,31.274382
Heliopolis Ave,crack,1,30.089414,31.314165
Heliopolis Ave,pothole,5,30.088869,31.326035
October Bridge,crack,4,30.048041,31.225264
Nasr Rd,pothole,3,30.065868,31.323542
Shubra St,crack,4,30.105928,31.267227
Pyramids Rd,rutting,5,29.977194,31.13212
Shubra St,crack,2,30.115158,31.265833
Mohamed Farid St,pothole,5,30.056828,31.251587
Mohamed Farid St,rutting,2,30.053996,31.245298
Suez Desert Rd,subsidence,3,30.098767,31.406875
Heliopolis Ave,subsidence,1,30.095768,31.327625
Suez Desert Rd,pothole,4,30.095301,31.401031
Maadi Corniche,crack,3,29.973825,31.245315
Ramsis St,crack,3,30.067387,31.251031
Heliopolis Ave,crack,5,30.091274,31.322014
Mohamed Farid St,rutting,2,30.051824,31.252012
Port Said St,crack,3,30.075655,31.260676
Nasr Rd,pothole,4,30.067065,31.324482
Ramsis St,crack,5,30.067775,31.255108
Shubra St,rutting,3,30.113543,31.274381
Ring Road,crack,4,30.015128,31.200356
Tahrir Square Rd,pothole,3,30.036786,31.23874
Ain Shams St,rutting,3,30.103214,31.312896
Ring Road,crack,4,30.014745,31.195112
Mohamed Farid St,crack,3,30.060598,31.247441
Ramsis St,crack,4,30.061695,31.24196
Salah Salem,crack,4,30.070552,31.27771
Suez Desert Rd,crack,4,30.102446,31.392153
Salah Salem,pothole,1,30.077806,31.286009
October Bridge,crack,2,30.050406,31.234704
Ain Shams St,pothole,4,30.112828,31.312412
Abbas El Akkad,crack,5,30.059695,31.312933
Mohandiseen Rd,marking,3,30.052113,31.192603
Nasr Rd,subsidence,5,30.054115,31.332489
Corniche El Nil,rutting,5,30.049733,31.244491
Mohamed Farid St,marking,4,30.060371,31.256404
Heliopolis Ave,subsidence,1,30.096012,31.323867
